source,company,role,location,posted_time,job_link,experience,skills,match_score,freshness_priority,final_score,priority_label,status,applied_date,followup_date,notes,recruiter_email,final_score_num
RemoteOK,Zensurance,Tech Lead,Remote,3+ days ago,https://remoteOK.com/remote-jobs/remote-tech-lead-zensurance-1131509,Check JD,"<p><b>About Us:</b></p><p>Zensurance is redefining commercial insurance for Canadian businesses.&nbsp;</p><p><br></p><p>As a leading InsurTech, we make getting the right coverage simple, fast, and accessible through a digital-first experience. Our platform combines advanced technology with deep industry expertise to deliver tailored insurance solutions that help businesses thrive.</p><p><br></p><p>Zensurance has been recognized for its rapid growth and industry impact:</p><p><br></p><p><b>â </b><a href=""https://www.newswire.ca/news-releases/deloitte-canada-unveils-2025-technology-fast-50-tm-program-winners-as-tech-resilience-powers-cross-country-innovation-886643713.html""><b>Deloitteâs Technology Fast 50 (2023, 2024, 2025)</b></a></p><p><a href=""http://chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.deloitte.com/content/dam/assets-zone3/us/en/docs/services/deloitte-private/2025/us-2025-technology-fast-500-rankings.pdf"">â</a><b>&nbsp;</b><a href=""http://chrome-exte",16,Low,43,Low Priority,Pending,,,,,43
RemoteOK,TTEC Digital,Tier II III UC Support Engineer,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-tier-ii-iii-uc-support-engineer-ttec-digital-1131561,Check JD,"<p><span style=""font-size: 11pt"">At TTEC Digital, we coach clients to ensure their employees feel valued, and fully supported, because an amazing customer experience is an employee first process. Our vision is the same, a place where employees know they can thrive.</span></p><p><br></p><h3 data-section-id=""bib1q9"" data-start=""75"" data-end=""101""><span role=""text""><strong data-start=""79"" data-end=""99"">Position Purpose</strong></span></h3>
<p data-start=""102"" data-end=""769"">The Tier II/III UC Support Engineer serves as the primary point of contact for all customer support requests within the Unified Communications Practice. This role is responsible for providing advanced technical support, troubleshooting, and resolution of issues related to UC technologies. The engineer handles system outages, performs triage across hardware, software, and network layers, and ensures timely resolution of incidents ranging from minor to complex. Additionally, the role involves collaboration with internal ",0,Medium,43,Low Priority,Pending,,,,,43
RemoteOK,Invisible Agency,3D Modeling & Python Specialist Freelance AI Trainer Project,Remote,3+ days ago,https://remoteOK.com/remote-jobs/remote-3d-modeling-python-specialist-freelance-ai-trainer-project-invisible-agency-1131456,Check JD,"<div><h3><strong>Project Overview</strong></h3>
<p>We are sourcing independent 3D Modeling and Python Specialists to provide their expertise for a specialized AI 3D asset collection project. As AI models increasingly generate and interact with 3D environments, their accuracy relies entirely on robust, expert-crafted training data. The objective of this project is to autonomously produce collision-accurate 3D meshes from 2D reference images, write procedural generation scripts, and deliver structured programmatic outputs (JSON/JS) to train AI systems on geometric construction and trajectory logic.</p>
<h3><strong>Project Deliverables &amp; Scope</strong></h3>
<p>Operate autonomously to generate precise 3D assets and programmed outputs. Expected deliverables include:</p>
<ul>
<li><br/><br/>Please mention the word **STREAMLINED** and tag RODguMTk4Ljk5LjE0Mw== when applying to show you read the job post completely (#RODguMTk4Ljk5LjE0Mw==). This is a beta feature to avoid spam applicants. C",16,Low,43,Low Priority,Pending,,,,,43
RemoteOK,Airship,Recruiter,Remote,3+ days ago,https://remoteOK.com/remote-jobs/remote-recruiter-airship-1131462,Check JD,"<div><p><strong>About Airship</strong></p>
<p>Airship is trusted by worldâs leading brands such as Alaska Airlines, BBC and The Home Depot to drive revenue growth and customer loyalty with exceptional cross-channel customer experiences. Today, brands are challenged to deliver seamless, unified customer experiences across a fragmented array of channels and devicesâ apps, websites, email, SMS, wallets and more.&nbsp;</p>
<p>Airship's no-code, AI-powered platform was designed with non-technical, growth-focused teams in mind, making it easy to create, test and orchestrate hyper-personalized experiences across all channels. With the ability to easily enrich customer data and rapidly launch growth experiments, Airship enables brands to deliver consistent, meaningful interactions that accelerate conversion and foster deeper customer relationships.</p>
<p>We invite you to be part of our journey in building products and delivering services that touch millions of customers around the world e",16,Low,43,Low Priority,Pending,,,,,43
RemoteOK,uConnect,VP of Product and Partnerships,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-vp-of-product-and-partnerships-uconnect-1131558,Check JD,"<p>uConnect is on a mission to improve access to career services to help more people realize their potential â early in their lives and throughout their careers.</p>
<p><br>Focused on the US higher education market, uConnect's All-In-One Virtual Career Center is used by leading institutions like UCLA, MIT, and Baton Rouge Community College to transform the career services experience and radically scale career engagement, readiness, and outcomes.</p>
<p><br>We're a mission-driven team working in a fun and collaborative culture that puts people first. We operate as a fully remote organization, encouraging mobility and empowering all employees to work from their ideal environment</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><strong>About the Role</strong></p>
<p><br>As VP of Product and Partnerships at uConnect, you will own the bridge between strategic vision and product reality. Reporting directly to the CEO, you will define and drive a clear, prioritized roadmap, leading the full product lifec",0,Medium,43,Low Priority,Pending,,,,,43
RemoteOK,Varicent,Technical Solutions Analyst,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-technical-solutions-analyst-varicent-1131557,Check JD,"At Varicent, weâre not just transforming the Sales Performance Management (SPM) marketâweâre redefining how organizations achieve revenue success. Our cutting-edge SaaS solutions empower revenue leaders globally to design smarter go-to-market strategies, maximize seller performance, and unlock untapped potential. Varicent stands at the forefront of innovation, celebrated as a market leader in theÂ 2025 Forrester Wave Report for SPM,Â 2023 Ventana Research Revenue Performance Management (RPM) Value Index,Â Gartner Peer Insights,Â 2024 Gartner SPM Market Guide, andÂ G2.Â Our solutions are trusted by a diverse range of global industry leaders like T-Mobile, ServiceNow, Wawanesa Bank, Shaw Industries, Moody's, Stryker and hundreds more. Hereâs why youâll thrive at Varicent:

Innovate with Purpose: Build impactful solutions for customers worldwide.
Join Excellence: Work in a diverse, collaborative, and innovative team.
Shape the Future: Lead in redefining revenue optimization.<br/",0,Medium,43,Low Priority,Pending,,,,,43
RemoteOK,Careers In Travel | Destination Planners,Travel Appointment Coordinator,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-travel-appointment-coordinator-careers-in-travel-destination-planners-1131544,Check JD,"<p><strong>Remote Travel Appointment Coordinator</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><strong>About Us:</strong></p>
<p>We are a trusted travel services company dedicated to providing personalized planning for vacations, cruises, and getaways. We pride ourselves on offering excellent client support and customized travel solutions while building a strong community of hospitality professionals.</p>
<p>&nbsp;</p>
<p><strong>Position Overview</strong></p>
<p>We are seeking a <strong>Remote Travel Appointment Coordinator </strong>to join our remote team. In this role, you will be responsible for connecting with potential clients, scheduling travel consultations, and supporting the reservations process. This position is ideal for individuals with strong communication skills and an interest in hospitality, customer service, or travel.</p>
<p>&nbsp;</p>
<p><strong>Key Responsibilities</strong></p>
<p>Respond to inbound inquiries and schedule travel planning appointments.</p>
<p>Follow u",0,Medium,43,Low Priority,Pending,,,,,43
RemoteOK,Unikraft,Tooling Engineer,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-tooling-engineer-unikraft-1131540,Check JD,"Remote - Europe, CET Â±2hrs Â· Fully RemoteHelp build the DX for the cloud rebuilt from scratch â CLIs, SDKs, and integrations that make millions-of-users-on-a-few-servers feel effortless.The cloud is broken: itâs wasteful, slow, awfully expensive, and burdened with le...<br/><br/>Please mention the word **UNSELFISH** and tag RODguMTk4Ljk5LjE0Mw== when applying to show you read the job post completely (#RODguMTk4Ljk5LjE0Mw==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",0,Medium,43,Low Priority,Pending,,,,,43
RemoteOK,Prolific,Accounts Assistant,Remote,3+ days ago,https://remoteOK.com/remote-jobs/remote-accounts-assistant-prolific-1131489,Check JD,"Prolific is not just another player in the AI space â we are the architects of the human data infrastructure that's reshaping the landscape of AI development. In a world where foundational AI technologies are increasingly commoditized, it's the quality and diversity of human-generated data that truly differentiates products and models.

The role
Prolific is looking for an ambitious new finance team member to support our strong company growth. This role brings an exciting opportunity to learn and grow with the company. The successful candidate will work directly with our finance team and help shape our finance function to support our next stage of growth. 
The ideal candidate will be a team player who is keen to get stuck in. You'll be detail-oriented and comfortable working proactively through recurring daily, weekly and monthly tasks, all the while knowing when to consult and ask for help. Excellent communication and social skills are essential, especially when working with other te",11,Low,41,Low Priority,Pending,,,,,41
RemoteOK,Global Elite Empire Consultants,Work From Home Client Services Associate,Remote,3+ days ago,https://remoteOK.com/remote-jobs/remote-work-from-home-client-services-associate-global-elite-empire-consultants-1131495,Check JD,"<p><span style=""font-size: 12pt"">Are you a passionate individual seeking a fulfilling career that offers flexibility and growth opportunities? Look no further! With the option to work from home and enjoy a flexible schedule, you can balance your personal and professional life seamlessly while advancing your career.</span></p><p><br></p><p><b style=""font-size: 12pt"">Perks Include:</b></p><p><span style=""font-size: 12pt"">1. Work-Life Balance: Embrace the freedom to work from home and tailor your schedule to fit your lifestyle, ensuring you have time for what matters most to you.</span></p><p><span style=""font-size: 12pt"">2. Supportive Environment: Join a nurturing community that values work-life harmony and provides the support and flexibility you need to thrive in your career.</span></p><p><span style=""font-size: 12pt"">3. Mentorship &amp; Growth: Access mentorship opportunities from experienced leaders who are dedicated to helping you succeed, empowering you to grow and excel in your ro",11,Low,41,Low Priority,Pending,,,,,41
Remotive,Coalition Technologies ,Office Assistant,Remote,3+ days ago,https://remotive.com/remote-jobs/marketing/office-assistant-1680495,Check JD,"<p class=""h3"">WHY YOU SHOULD APPLY:</p>
<p> </p>
<p>Coalition Technologies is devoted to delivering clients the highest quality work while providing our team a fun, thriving, and innovative environment. Along with the opportunity for tremendous career growth and rapid advancement, CT offers:</p>
<ul style="""">
<li style="""">The most competitive profit-sharing bonus plan in the industry, paying up to 50% of company profits to full-time employees each month!</li>
<li style="""">A highly competitive Paid Time Off plan, promoting quality work-life balance.</li>
<li style="""">Subsidized gym memberships to help team members feel their best.</li>
<li style="""">Medical, dental, vision, and life insurance packages for all US-based team members.</li>
<li style="""">International Health Insurance Reimbursement Program for all international team members, a benefit unique to Coalition.</li>
<li style="""">Device upgrade and learning reimbursement programs.</li>
<li style="""">Motivating career development plan",11,Low,41,Low Priority,Pending,,,,,41
RemoteOK,Solutus Legal Search,Director of Legal Operations,Remote,3+ days ago,https://remoteOK.com/remote-jobs/remote-director-of-legal-operations-solutus-legal-search-1131498,Check JD,"<p>
</p><p>Our client, a category-leading private technology company in the real-time data and AI infrastructure space, has exclusively engaged Solutus Legal Search to assist its executives in hiring a Director of Legal Operations. Recognized on the 2025 Forbes Cloud 100 and recently valued at over $15 billion following its Series D financing, the company is founder-led, growing rapidly, and counts many of the world's most recognizable enterprise and AI-native companies as customers.</p>
<p>Reporting to the Chief Legal Officer, this person will serve as the operational backbone of the legal function, owning the systems, processes, and tools that keep the department running efficiently. The role drives process improvement, manages legal technology, and partners cross-functionally with Sales, Product, and other teams. This is a high-impact, hands-on opportunity for someone who wants to build and optimize, not just maintain.</p>
<p></p>\n<p></p><p><br></p><b>Responsibilities</b><div>
<ul ",11,Low,41,Low Priority,Pending,,,,,41
RemoteOK,Blackbird Health,Child and Adolescent Intake Therapist,Remote,3+ days ago,https://remoteOK.com/remote-jobs/remote-child-and-adolescent-intake-therapist-blackbird-health-1131464,Check JD,"<p><strong>About Blackbird Health</strong></p><p></p><p>Blackbird Health is clinician-founded, owned, and operated by dedicated professionals. We believe that providing the best care for children starts with building the best possible team. We deliver virtual and in-person mental health services across Pennsylvania, Virginia, and New Jerseyâand we're growing into new markets in 2026.</p><p>At Blackbird, we take a whole-child approach, looking at how the brain, body, and behavior interact to address the root causes of challenges, not just the symptoms. Every role matters here, and you'll join a collaborative, supportive, and innovative team that's shaping the future of pediatric mental health care. If you're passionate about helping children and families while growing your career, Blackbird is the place to make an impact.</p><p>Join us and help change mental health care for children for the better!</p><div><p><strong>Position Summary</strong> Blackbird Health is looking for a Child an",11,Low,41,Low Priority,Pending,,,,,41
RemoteOK,Careers In Travel | Destination Planners,Online Hotel Reservationist Fully,Remote,3+ days ago,https://remoteOK.com/remote-jobs/remote-online-hotel-reservationist-fully-careers-in-travel-destination-planners-1131466,Check JD,"<p><strong>Job Title:</strong></p>
<p>Online Hotel Reservationist â Fully Remote</p>
<p>&nbsp;</p>
<p><strong>About Us:</strong></p>
<p>We create seamless and memorable travel experiences by connecting clients to the perfect hotels, resorts, and accommodations across the globe. Whether itâs a luxury escape, romantic getaway, or family vacation, weâre committed to exceptional service and personalized planning from start to finish.</p>
<p>&nbsp;</p>
<p><strong>Position Overview:</strong></p>
<p>We are seeking a highly organized and detail-oriented <strong>Online Hotel Reservationist</strong> to join our fully remote team. In this role, youâll assist clients with hotel and resort bookings, manage reservation details, and ensure an accurate and smooth booking process. If you enjoy hospitality, customer service, and working behind the scenes to make travel dreams come true, this role is for you.</p>
<p>&nbsp;</p>
<p><strong>Key Responsibilities:</strong></p>
<p>Assist clients with b",11,Low,41,Low Priority,Pending,,,,,41
RemoteOK,EverAI,Mid Senior AI Cinematic Video Editor,Remote,3+ days ago,https://remoteOK.com/remote-jobs/remote-mid-senior-ai-cinematic-video-editor-everai-1131485,Check JD,"<div class=""_descriptionText_135ul_202""><h1>Our Vision &amp; Products</h1><p><em><strong>ð EverAI â Building the Future of AI Companionship</strong></em></p><p><em>One of the Top 15 Largest &amp; Fastest-Growing AI Companies in the World</em></p><p><em>50 Million Users in 2 years â Help Us Reach 100M first, 500M next</em></p><p><br /></p><p>AtÂ <strong>EverAI</strong>, weâre shaping what it means to connect with AI. WithÂ <strong>50 million users and counting</strong>, we're not just building products â we're creating entirely new categories.</p><p>Our flagship product is theÂ <strong>worldâs largest AI companionship platform</strong>, redefining relationships for millions. It is governed by our proprietary moderation system, EverGuard â an internal AI designed to ensure everything we build isÂ <strong>safe, ethical, and human-first</strong>.</p><p><em>And weâre only just getting started!</em></p><p><br /></p><h1>Our Team</h1><p>We are an enthusiastic, passionate and h",11,Low,41,Low Priority,Pending,,,,,41
RemoteOK,Higharc,Software Engineer Showroom,Remote,3+ days ago,https://remoteOK.com/remote-jobs/remote-software-engineer-showroom-higharc-1131457,Check JD,"<h2>About Us</h2><p style=""min-height:1.5em"">Higharc is a VC-backed startup that is changing how new homes are designed and built. Join a founding team whoâve shipped products for Autodesk, Electronic Arts, Nike, and Apple. We have raised a total of $83M with support from top-notch venture capital firms and more than 18 strategic investorsâindustry leaders in construction, building products manufacturing, and distribution.</p><p style=""min-height:1.5em""></p><p style=""min-height:1.5em"">Higharc is seeking a pragmatic <strong>Software Engineer</strong> with a high-level of ownership and craft on our growing Showroom team. Reporting to the Software Manager and working closely with Product and Design partners, this role will drive features end-to-end across the stack on one of the core functions of our product.</p><p style=""min-height:1.5em""></p><h2><strong>What You'll Do</strong></h2><p style=""min-height:1.5em""><em>Expect to:</em></p><ul style=""min-height:1.5em""><li><p style=""min-heigh",11,Low,41,Low Priority,Pending,,,,,41
RemoteOK,Sorcero,Medical Affairs Solutions Manager UK,Remote,3+ days ago,https://remoteOK.com/remote-jobs/remote-medical-affairs-solutions-manager-uk-sorcero-1131475,Check JD,"<p><strong>COMPANY SUMMARY</strong> <br>Sorcero's medical AI platform transforms life sciences decision-making, accelerating patient access to life-saving treatments. By harnessing insights from global medical data, we empower industry leaders to deliver breakthrough therapies. Founded in 2018 by pioneers in AI, public health, and personalized content, Sorcero is a Certified B Corp headquartered in Washington, DC. Our innovation has been recognized by over a dozen awards, including Fast Company's Most Innovative companies of 2024, and six foundational medical AI patents. For more information, visit<a href=""https://www.sorcero.com""> www.sorcero.com</a>.</p>
<p><strong>WHY JOIN SORCERO?</strong> <br>Sorcero transforms decision-making in life sciences by empowering stakeholders with insights to improve patient outcomes. By joining our team, you will play a critical role in our growth and success by collaborating with our network of passionate entrepreneurs to build a scalable, impactful o",11,Low,41,Low Priority,Pending,,,,,41
RemoteOK,Ascend Healthcare,Bilingual Associate Mental Health Therapist Arizona,Remote,3+ days ago,https://remoteOK.com/remote-jobs/remote-bilingual-associate-mental-health-therapist-arizona-ascend-healthcare-1131474,Check JD,"Ascend Healthcare is committed to providing fully integrated, quality psychiatric and behavioral health services in a compassionate, convenient, and affordable manner. We work with external partners to provide services to patients across the country through integrated psychiatric medication management, substance use disorder treatment, counseling services, peer support and care coordination for seamless patient care. We believe in a ""no wrong door"" treatment model which finds ways to say ""yes"" to any patient referral rather than a multitude of exclusionary criteria found elsewhere. This approach reflects our values of improved patient and clinician experience, better outcomes, and lower costs.

The Ascend Story

Founded to transform mental health care access, Ascend Healthcare delivers integrated psychiatric and behavioral health solutions with a commitment to equity, compassion, and operational excellence. We partner directly with health centers to build fully integrated, sustainable ",11,Low,41,Low Priority,Pending,,,,,41
RemoteOK,"Follett Software, LLC",Outside Sales Consultant Account Executive,Remote,3+ days ago,https://remoteOK.com/remote-jobs/remote-outside-sales-consultant-account-executive-follett-software-llc-1131460,Check JD,"Company Overview: Everything we do is for educators. We're partnering with them to advance a bold vision for education that boosts district performance and student success. At Follett Software, we empower educators across roles with technology that streamlines processes and manages information and resources to improve their schools, increase student success, and drive the future of education. We believe that by empowering educators to amplify their impact on students' lives, we can change the world. Our goal and mission is to drive the future of education. We are inspired by educators to deliver transformative technology. Our innovative, connected solutions simplify challenges and offer a seamless and intuitive experience. POSITION SUMMARY We are in search of an Outside Sales Representative to expand our market presence in North America, specifically in CT, DC, MA, MD, NC ,and VA. Working face to face and virtually, your primary focus will be to establish and maintain relationships wit",11,Low,41,Low Priority,Pending,,,,,41
RemoteOK,Precision AQ,Software Engineer II,Remote,3+ days ago,https://remoteOK.com/remote-jobs/remote-software-engineer-ii-precision-aq-1131470,Check JD,"<p><strong>Position Summary:</strong></p><p>The candidate will be responsible for the configuration and delivery of client-facing applications.Â  The candidate may assist with support for the development of process enhancements under the guidance of the Sr. Software Engineer and the Manager, Technical Operations. Responsibilities will also include day-to-day maintenance of the health care application systems in operation, including tasks related to identifying and troubleshooting application issues and issues resolution or escalation, root cause analysis, manage communication and client relationship management in partnership with Infrastructure Service Support team members.Â </p><p><strong>Essential functions of the job include but are not limited to:</strong></p><ul><li>Configure client-facing applications exactly as per requirements gathered by engagement teams and follow the Medical, Legal, Regulatory (MLR) guidelines in this process.</li><li>Update client-facing applications exactl",11,Low,41,Low Priority,Pending,,,,,41
RemoteOK,saas.group,Senior Platform Engineer,Remote,3+ days ago,https://remoteOK.com/remote-jobs/remote-senior-platform-engineer-saas-group-1131468,Check JD,"This role is part of our ScraperAPI team, one of our growing brands at saas.group.

ScraperAPI is an enterprise-scale web scraping solution, trusted by businesses across a wide range of industries to extract crucial data at scale. From e-commerce, travel to real estate and market research, we support companies in turning the web into actionable insights. We're currently on an exciting growth journey, scaling rapidly as demand for reliable, high-performance web scraping and data keeps rising.

<strong>Profile Overview</strong>

We are seeking a talented Senior Platform Engineer to join our focused engineering team. We're building a product that handles billions of requests per month for businesses that depend on it. Web data is increasingly central to how companies make decisions, and our infrastructure is what makes accessing it seamless and reliable at scale. You won't be following someone else's roadmap, you'll be building it.

<strong>Your immediate impact in the first 3-6 months wi",11,Low,41,Low Priority,Pending,,,,,41
