source,company,role,location,posted_time,job_link,experience,skills,match_score,freshness_priority,final_score,priority_label,status,applied_date,followup_date,notes,recruiter_email,final_score_num
RemoteOK,Extend,Principal Data Engineer,Remote,3+ days ago,https://remoteOK.com/remote-jobs/remote-principal-data-engineer-extend-1131491,Check JD,"About Extend:
Extend is revolutionizing the post-purchase experience for retailers and their customers by providing merchants with AI-driven solutions that enhance customer satisfaction and drive revenue growth. Our comprehensive platform offers automated customer service handling, seamless returns/exchange management, end-to-end automated fulfillment, and product protection and shipping protection alongside Extend's best-in-class fraud detection. By integrating leading-edge technology with exceptional customer service, Extend empowers businesses to build trust and loyalty among consumers while reducing costs and increasing profits.

Today, Extend works with more than 1,000 leading merchant partners across industries, including fashion/apparel, cosmetics, furniture, jewelry, consumer electronics, auto parts, sports and fitness, and much more. Extend is backed by some of the most prominent technology investors in the industry, and our headquarters is in downtown San Francisco.

About th",16,Low,48,Low Priority,Pending,,,,,48
RemoteOK,Smartbug Media/Point Sucess/Globalia,Freelance SEO AEO Strategist,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-freelance-seo-aeo-strategist-smartbug-media-point-sucess-globalia-1131555,Check JD,"<p><span style=""font-size: 11pt"">SmartBug Media is the most decorated HubSpot agency, recognized as a leader in crafting digital solutions that empower organizations to thrive across the entire customer lifecycle. From marketing and sales to revenue operations, customer success, and e-commerce, we combine sound strategies, cutting-edge AI, and digital innovation to deliver solutions that de-risk the future and drive sustainable growth.</span></p><p><br></p><p><span style=""font-size: 11pt"">With a fully remote team of over 250 professionals, we excel at creating intelligent web and digital ecosystemsâfrom corporate websites to complex web applicationsâseamlessly integrated with AI-powered solutions. By aligning SmartBug's expertise with our clients' unique business realities, we build scalable, innovative tools that become engines for growth, setting the course for long-term success.</span></p><p><br></p><p><span style=""font-size: 11pt; font-family: Raleway, sans-serif; font-weight: ",11,Medium,46,Low Priority,Pending,,,,,46
RemoteOK,Careers In Travel | Destination Planners,Itinerary Support Coordinator No Experience Needed,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-itinerary-support-coordinator-no-experience-needed-careers-in-travel-destination-planners-1131543,Check JD,"<p><strong>Itinerary Support Coordinator â Remote</strong></p>
<p><strong>Location:</strong> Remote (United States)</p>
<p>&nbsp;</p>
<p><strong>About Us&nbsp;</strong></p>
<p>We are&nbsp; a coordination-focused services company that supports clients with planning, scheduling, and experience-related logistics. We assist with organizing itineraries, timelines, and reservations while maintaining a high standard of communication and client support.</p>
<p>&nbsp;</p>
<p><strong>Position Overview:</strong></p>
<p>The Itinerary Support Coordinator provides administrative and client-facing assistance related to itinerary organization, scheduling, and documentation. This role supports the coordination of multiple components while ensuring accuracy, consistency, and timely communication.</p>
<p>This is a support-based position focused on organization and client service rather than sales.</p>
<p>&nbsp;</p>
<p><strong>Key Responsibilities:</strong></p>
<p>Assist with itinerary-related schedulin",5,Medium,44,Low Priority,Pending,,,,,44
RemoteOK,Precision Medicine Group,Senior Marketing Manager CRO Experience Required,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-senior-marketing-manager-cro-experience-required-precision-medicine-group-1131536,Check JD,"Precision for Medicine is the first global precision medicine clinical research services organization, purpose-built to improve the clinical research and development process for new therapeutics. Our novel approach integrates clinical operations excellence, with laboratory expertise, and advanced data sciences to inform every step. We apply our expertise to trials at all stagesâfrom early development through approvalâwith embedded experience in oncology and rare disease. With over 3500 dedicated professionals and offices worldwide, we stand ready to help accelerate life-changing treatments anywhere around the globe.

We are seeking an accomplished Senior Marketing Manager to drive strategic marketing initiatives that support our expanding Autoimmune therapeutic area business (both full-service outsourcing [FSO] and Functional Service Provider [FSP] models), and our core CRO portfolio. This role requires a highly autonomous leader with strong crossâfunctional collaboration skills ",5,Medium,44,Low Priority,Pending,,,,,44
RemoteOK,singularads.com,Meta Ads Manager + Creative Producer AI Native,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-meta-ads-manager-creative-producer-ai-native-singularads-com-1131538,Check JD,"<h2 class=""css-xkqm5u e1tiznh50"">Job post summary</h2><div class=""css-1q1p8zw e37uo190""><p class=""css-bctmig e1wnkr790""><strong class=""css-1655dm5 e1wnkr790"">Date posted:</strong>Â May 9, 2026</p><p class=""css-bctmig e1wnkr790""><strong class=""css-1655dm5 e1wnkr790"">Pay:</strong>Â â¬1,500.00 - â¬3,000.00 per month</p><p class=""css-1655dm5 e1wnkr790"">Job description:</p><div class=""css-1dhd1xm eu4oa1w0""><div class=""jd-appended-job-description""><div class=""jd-section-employer""><div class=""jd-description-text""><p>You're right, I sanded it down too much. The whole point of the role is the creative-to-audience-to-data loop, and I cut that out. Here's a version that keeps the depth, still passes Indeed:</p><p><strong>Meta Ads Manager + Creative Producer (Remote, AI-Native)</strong></p><p>We are hiring one person to own Meta advertising end-to-end for a portfolio of AI-powered SaaS products sold to small businesses in Europe and other regions. This role combines audience strategy, creative p",5,Medium,44,Low Priority,Pending,,,,,44
RemoteOK,Maidel Group,Crypto Trader,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-crypto-trader-maidel-group-1131541,Check JD,"<p>MAIDEL LIMITED is an international company operating at the intersection of digital assets, market intelligence, and data-driven trading strategies. Our focus is on building a strong team of professionals who want to gain real-world experience in financial markets and develop practical trading expertise.</p><p>We are currently opening a Crypto Trader position for individuals who are starting their professional path and are interested in market analysis, trading and data-driven decision making.</p><p>This role combines independent trading activity with structured guidance and mentorship from experienced market specialists. We don't have strict KPI requirements, and our work is aimed at training and improving trading skills in the real cryptocurrency market. No prior professional background is required â full training is provided.</p><p><strong>Key Responsibilities</strong><br /></p><ul><li>Execute trades across digital asset markets following established strategies and risk guideli",5,Medium,44,Low Priority,Pending,,,,,44
RemoteOK,"Deep Fission, Inc",Nuclear Engineer III Nuclear Safety Analysis,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-nuclear-engineer-iii-nuclear-safety-analysis-deep-fission-inc-1131560,Check JD,"Deep Fission is a nuclear technology company pioneering the development of a revolutionary deep borehole pressurized water reactor. We recently completed a private placement financing and Alternative Public Offering and are now operating as a public company while maintaining our startup agility and innovation focus. With strategic partnerships in place, strong private and public investment, and active engagement with the U.S. Nuclear Regulatory Commission (NRC), we are executing our next phase of growth as we advance our groundbreaking nuclear technology toward commercial deployment.

Job Summary:
This position is a nuclear engineer who supports the design, development, and safety analysis of nuclear reactors. Functions within this role include performing calculations and analyses to support nuclear and radiological safety, shielding design, reactivity and criticality control, and core design.

Key Responsibilities:
Execute design, analysis, or evaluation activities using sound enginee",5,Medium,44,Low Priority,Pending,,,,,44
RemoteOK,Careers In Travel | Destination Planners,Travel Operations Coordinator,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-travel-operations-coordinator-careers-in-travel-destination-planners-1131545,Check JD,"<p>
</p><p>
</p><article data-turn-id=""request-WEB:47743c5c-23cf-4cf0-b578-e29c60d14dc6-18"" data-testid=""conversation-turn-22"" data-scroll-anchor=""true"" data-turn=""assistant"" tabindex=""-1"" dir=""auto"">
<p>
</p><div tabindex=""-1"">
<p>
</p><div data-message-author-role=""assistant"" data-message-id=""be41f8ec-58d5-42a5-9777-b9e527f32f17"" data-message-model-slug=""gpt-5-3"" dir=""auto"">
<p>
</p><p>
</p><h2 data-section-id=""1jl2fmw"" data-start=""262"" data-end=""288"">About the Opportunity</h2>
<p data-start=""289"" data-end=""592"">We are seeking organized and detail-oriented individuals to join our team as <strong data-start=""366"" data-end=""400"">Travel Operations Coordinators</strong>. In this role, you will assist with coordinating travel arrangements and supporting the operational side of travel planning to ensure smooth and well-organized travel experiences for clients.</p>
<p data-start=""594"" data-end=""894"">This opportunity is ideal for individuals who enjoy organization, travel planning, and manag",5,Medium,44,Low Priority,Pending,,,,,44
RemoteOK,Careers In Travel | Destination Planners,Destination Coordinator,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-destination-coordinator-careers-in-travel-destination-planners-1131547,Check JD,"<p><strong>Destination Events Coordinator â Remote</strong></p>
<p><strong>Location:</strong> Remote (United States)</p>
<p>&nbsp;</p>
<p><strong>About Us:</strong></p>
<p>&nbsp;We are a coordination-focused services company that supports clients with destination-based events, group experiences, and special occasion planning. We focus on organization, clear communication, and structured processes to ensure a smooth and positive client experience.</p>
<p>&nbsp;</p>
<p><strong>Position Overview:</strong></p>
<p>The Destination Events Coordinator supports the coordination and scheduling of destination-based events and group experiences. This role assists with organizing timelines, managing reservations, and maintaining accurate documentation while providing professional client communication throughout the coordination process.</p>
<p>This is a support-oriented role centered on coordination and logistics rather than sales.</p>
<p>&nbsp;</p>
<p><strong>Key Responsibilities:</strong></p>
<",5,Medium,44,Low Priority,Pending,,,,,44
RemoteOK,Calyxo,Academic Engagement Manager USA,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-academic-engagement-manager-usa-calyxo-1131549,Check JD,"Calyxo, Inc. is a medical device company headquartered in Pleasanton, California, USA. The company was founded in 2016 to address the profound need for improved kidney stone treatment. Kidney stone disease is a common, painful condition that consumes vast amounts of healthcare resources each year. Our team is led by executives and investors with a proven track record of commercializing paradigm-shifting devices to meet unmet needs within urology.

Are you ready to change the future of kidney stone treatment? We are seeking high achievers who want to be part of a dynamic team working in a fun, diverse atmosphere.

Summary:

The Academic Engagement Manager supports the execution of Calyxoâs professional education and physician engagement programs across academic training programs, peerâtoâpeer initiatives, and society meetings. Reporting to the Director of Professional Education, this role partners crossâfunctionally to coordinate educational programs for residents, fellows, emer",5,Medium,44,Low Priority,Pending,,,,,44
RemoteOK,Wishpond Technologies,CUSTOMER SUCCESS MANAGER,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-customer-success-manager-wishpond-technologies-1131550,Check JD,"<p>
</p><h3><strong>SalesCloser.ai currently has the position of Customer Success Manager available, and weâre excited to tell you about it!</strong></h3>
<p></p>
<p><strong style=""font-size: 24px;"">OVERVIEW</strong></p>
<p><span style=""font-size: 16px;"">Weâre hiring a Customer Success Manager to support and grow a large portfolio of customers through structured, repeatable, and highâimpact programs to join our team. Youâll operate at scale, leveraging automation, data, and proactive outreach to drive adoption, retention, and expansion across many accounts simultaneously. If you thrive in fastâpaced environments, love building systems, and know how to deliver value, this role is for you.</span></p>
<p><span style=""font-size: 16px;"">As a member of the Customer Success Team, youâll work crossâfunctionally to ensure our customers achieve meaningful outcomes and stay deeply engaged with Salescloser.ai. Together with the Customer Success Teams, the Customer Success Manager is ",5,Medium,44,Low Priority,Pending,,,,,44
RemoteOK,EnableComp,Vice President DRG,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-vice-president-drg-enablecomp-1131551,Check JD,"<p>
</p><p>EnableComp provides Specialty Revenue Cycle Management solutions for healthcare organizations, leveraging over 24 years of industry-leading expertise and its unified&nbsp;<em>E360 RCM</em>â¢ intelligent automation platform to improve financial sustainability for hospitals, health systems, and ambulatory surgery centers (ASCs) nationwide. Powered by proprietary algorithms, iterative&nbsp;intelligence from 10M+ processed claims, and expert human-in-the-loop integration, EnableComp provides solutions across the revenue lifecycle for Veterans Administration, Workersâ Compensation, Motor Vehicle Accidents, and Out-of-State Medicaid claims as well as denials for all payer classes. By partnering with clients to supercharge the reimbursement process, EnableComp removes the burden of payment from patients and provider organizations while enabling accelerated cash, higher and more accurate yield, clean AR management, reduced denials, and data-rich performance management. EnableComp",5,Medium,44,Low Priority,Pending,,,,,44
RemoteOK,Emora Health,Operations and Support Associate,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-operations-and-support-associate-emora-health-1131554,Check JD,"<p style=""min-height:1.5em""><strong>Who We Are at Emora Health:</strong><br />Emora Health is a provider of virtual behavioral therapy for the millions of youth in need of care. Our platform matches families with therapists to provide care for children, teens and young adults with a range of conditions including ADHD, Anxiety, Depression, Trauma, as well as other personal challenges and experiences.<br />Emora Health is a venture-backed company with a vision of providing more effective and more personalized care for every child, teen and young adult in need. Our therapists help children, teens and young adults learn new behaviors and healthy coping strategies to reach life-changing milestones faster and build life-long skills and resilience for a brighter future. You can learn more about us on our website.<br /><strong>Operations &amp; Support Associate at Emora Health:</strong><br />We are looking for a dynamic candidate to join the rapidly evolving and high-growth business at Emora H",5,Medium,44,Low Priority,Pending,,,,,44
RemoteOK,Covera Health,VP Population Health,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-vp-population-health-covera-health-1131556,Check JD,"About the company

At Covera, we're committed to ensuring high-quality healthcare is more than just a promise. That's why we're leading the way in the emerging science of quality, and connecting providers and payers in their shared quest to improve patient outcomes and care quality. By tackling this challenge, we have the ability to impact millions of lives by raising the standard of care nationwide.

Our initial focus is radiology, where an early and accurate diagnosis has a profound impact on the rest of a patient's care journey. Through our work, which uses clinically-validated science-based tools, we're helping doctors enhance their care, ensuring patients get the right diagnosis, and enabling the healthcare system to support quality improvement at scale.

Through our clinical intelligence platform, we have launched programs that help people access the most effective care and provide doctors with AI-powered quality insights and tools to enhance their care. Today, Covera is partnere",5,Medium,44,Low Priority,Pending,,,,,44
RemoteOK,Valon Mortgage,Senior Data Engineer,Remote,3+ days ago,https://remoteOK.com/remote-jobs/remote-senior-data-engineer-valon-mortgage-1131504,Check JD,"<h2><strong>About the Company</strong></h2><p style=""min-height:1.5em""> Valon is transforming both mortgage servicing and consumer direct lending with a technology-first approach. Backed by Andreessen Horowitz (a16z) and managing over $130 billion in loans, weâve built our platforms from the ground upânot on outdated legacy systemsâso homeowners, lenders, and investors experience greater transparency, efficiency, and care. By unifying processes into a modern, AI-native operating system, weâre leading the way in automation, compliance, and continuous improvement across our servicing and lending businesses.</p><p style=""min-height:1.5em""></p><p style=""min-height:1.5em"">Our mission is to empower every homeowner by making the mortgage experience simple, secure, and financially empowering. To achieve this, we bring together world-class engineers, servicing experts, lending professionals, and operations leaders who share a passion for improving the homeowner journey. Weâre not only",5,Low,44,Low Priority,Pending,,,,,44
RemoteOK,"Deep Fission, Inc",Senior Director Nuclear Programs,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-senior-director-nuclear-programs-deep-fission-inc-1131559,Check JD,"Deep Fission is a nuclear technology company pioneering the development of a revolutionary deep borehole pressurized water reactor. We recently completed a private placement financing and Alternative Public Offering and are now operating as a public company while maintaining our startup agility and innovation focus. With strategic partnerships in place, strong private and public investment, and active engagement with the U.S. Nuclear Regulatory Commission (NRC), we are executing our next phase of growth as we advance our groundbreaking nuclear technology toward commercial deployment.

Deep Fission is seeking a Director / Senior Director of Nuclear Program Development & Integration to serve as the senior organizational integrator responsible for building and aligning the corporate programs required for regulatory credibility and commercial deployment. As the company scales from early DOE-supported development toward NRC licensing and site-based operations, this role ensures that program",5,Medium,44,Low Priority,Pending,,,,,44
RemoteOK,Careers In Travel | Destination Planners,Travel Support Advisor,Remote,1-3 days ago,https://remoteOK.com/remote-jobs/remote-travel-support-advisor-careers-in-travel-destination-planners-1131546,Check JD,"<p>
</p><h2 data-section-id=""1jl2fmw"" data-start=""232"" data-end=""258"">About the Opportunity</h2>
<p data-start=""259"" data-end=""530"">We are seeking reliable and customer-focused individuals to join our team as <strong data-start=""336"" data-end=""363"">Travel Support Advisors</strong>. In this role, you will assist clients throughout the travel planning process by providing support with reservations, itinerary details, and travel-related questions.</p>
<p data-start=""532"" data-end=""805"">This opportunity is ideal for individuals who enjoy helping others, solving problems, and providing a positive customer experience. Travel Support Advisors work with established booking platforms and travel resources to assist clients before, during, and after their trips.</p>
<p></p>\n<p></p><p><br></p><b>Key Responsibilities</b><div>
<ul>
<li data-section-id=""1xuzoms"" data-start=""831"" data-end=""960"">
<p data-start=""833"" data-end=""960"">Provide support to clients with travel arrangements including flights, ",5,Medium,44,Low Priority,Pending,,,,,44
